datetime,tempmax,tempmin,temp,dew,humidity,windgust,windspeed,winddir,sealevelpressure,cloudcover,precipprob,precip
11/9/2022,32,24,27.6,23.8,81.1,20.9,20.5,9.7,1010.1,54.5,100,22.218
12/9/2022,31.6,24,27.6,23.6,79.4,27,17.9,280.8,1010,57.2,100,0.027
13/9/2022,31.7,24,28.1,23.6,77.1,19.8,21.6,260.1,1011.9,52.6,100,0.003
14/9/2022,32.1,24,28.3,22.5,72,22,17.8,29.6,1012.7,43,0,0
15/9/2022,32.7,25,28.8,22.8,71.5,18,18,307.3,1011.1,49.5,0,0
16/9/2022,33,25,28.4,23.1,73.9,20.5,19.9,240,1010.2,52,100,0.042
17/9/2022,33,25,28.7,23.9,76.2,28.1,22.3,55.4,1009.9,42.2,0,0
18/9/2022,32,24,28.3,24.6,80.8,24.1,14.6,298.8,1010.4,48.8,100,0.967
19/9/2022,34.1,25,28.4,23.6,76.6,22.7,18.4,291.7,1010.7,47.7,100,0.092
20/9/2022,32.1,24,28.4,22.5,71.5,19.4,21.6,351.3,1010.3,50.5,0,0
21/9/2022,32.1,24,28.4,24,77.6,22.3,16.6,316.9,1010.3,62.3,100,0.153
22/9/2022,31.3,25,27.7,24.2,81.8,40.7,22.3,238.8,1009.9,57.4,100,20.796
23/9/2022,32.7,25,27.9,24.1,80.8,24.5,20.5,281.8,1010,57.4,100,0.143
24/9/2022,33.6,24,28.7,24.1,77.2,42.5,24.1,73.1,1009.1,47.4,0,0
25/9/2022,32,25,28.7,24.2,77.5,24.5,20.5,334.1,1009.3,43.6,0,0
26/9/2022,34,24,29.1,23.2,72.7,19.1,18.4,305.2,1009.1,46,100,10.699
27/9/2022,33,25,28.9,23.1,72.1,21.6,18.4,332,1007.8,45.8,0,0
28/9/2022,33,25,29,23.4,73.1,18.4,23.4,332.8,1007.2,52.1,0,0
29/9/2022,32.4,26,29.1,23.4,72.6,23,18.4,53.1,1007.8,53.2,100,0.004
30/9/2022,32.4,25,28.6,23.6,75.3,34.9,27.7,90.6,1009,47.5,0,0
1/10/2022,34,26,29.8,24.6,74.5,27,25.6,69.6,1009,50.5,100,0.003
2/10/2022,30,24,27.1,24.5,86.3,42.5,12.8,293.9,1009,59.4,100,16.43
3/10/2022,33,25,28.4,24.4,80.2,24.5,14.8,276.7,1008.6,65.6,100,1.966
4/10/2022,32.1,25,27,24.1,85.2,46.4,22.3,185.6,1008.8,59.9,100,21.811
5/10/2022,30.1,25,27.3,24.6,85.7,25.6,16.6,53.1,1009.5,53.7,100,3.943
6/10/2022,32,25,27.3,24.4,85.2,27.7,26.9,208.2,1009.7,61.8,100,43.535
7/10/2022,31.1,24,26.5,24.1,87.1,37.1,23.1,249.6,1010.4,68.4,100,5.354
8/10/2022,32.6,23,27.7,23.1,77.2,21.6,22.3,250.3,1010.2,50.5,100,0.004
9/10/2022,32,25,27.7,24.1,81.6,23,29.5,263.5,1010.3,57.9,100,0.108
10/10/2022,31.4,24,27.5,23.7,80.7,21.2,17.9,293.9,1011.2,54.9,100,0.003
11/10/2022,31.7,24,27.3,23.8,82.6,27.4,22.3,262.6,1010.4,54,100,16.853
12/10/2022,31.9,24,27.6,23.5,79,22.7,18.4,87.6,1010.3,50.9,100,0.037
13/10/2022,32.4,25,27.5,23.9,82.1,35.3,23.6,206.6,1009.4,61.5,100,21.586
14/10/2022,32.3,25,28.2,23.7,78.4,26.3,26.9,296,1008.1,50.8,100,0.009
15/10/2022,32,25,28,24.4,81.5,21.6,18.4,177.1,1008.5,57.6,100,11.639
16/10/2022,32,25,28.2,25,83.1,23,13,3.8,1010.1,54.1,100,9.643
17/10/2022,32.7,25,28.7,24.8,80.5,24.5,22.3,190.4,1009.7,52.4,100,3.867
18/10/2022,30.8,26,27.8,24.5,82.8,22,14.6,319.3,1009.1,52.9,100,0.028
19/10/2022,31.4,25,27.1,24.4,85.9,20.5,18.4,235.1,1009.2,63.7,100,19.345
20/10/2022,31,25,27.5,24.4,84.2,18.4,16.3,241.6,1010,58.1,100,0.007
21/10/2022,31,25,27.8,24.2,81.5,23,16.6,254,1010.8,59,100,0.015
22/10/2022,32,25,28.6,24.7,80.5,21.2,13,290.1,1010.6,53.1,100,0.005
23/10/2022,32.3,25,28.3,24.7,81.8,23,22.3,259.3,1010.5,66.6,100,37.213
24/10/2022,33.3,25,27.9,23.3,77.3,40.7,28.3,250,1010.3,52.2,100,0.001
25/10/2022,31.4,25,27,24.2,85.2,36.7,23.5,264.5,1010.3,50.2,100,1.73
26/10/2022,31.1,23,26.8,23.6,83.4,46.4,27.7,262.6,1009.7,63.1,100,14.956
27/10/2022,33,23,27.9,23,76.1,25.2,22.3,260.6,1008.2,46.3,0,0
28/10/2022,34.6,24,28.9,21.4,67.4,42.5,27.7,250.1,1007.4,42.7,0,0
29/10/2022,33,25,28.8,23.2,72.9,19.4,16.6,271.3,1007.2,47.6,0,0
30/10/2022,34,23,28.5,22.7,72.1,21.6,18.4,280.6,1007.4,41.6,0,0
31/10/2022,32.7,25,28.6,23.5,74.5,22.3,16.6,324.6,1008.4,50.8,0,0
1/11/2022,32.7,24,28.8,23.8,75.5,21.2,14.6,279.9,1009.2,46.7,0,0
2/11/2022,32.7,25,28.6,24.3,78.9,23.4,23.6,344.8,1009.1,52.7,100,0.028
3/11/2022,32,25,28,24.2,80.6,20.9,18.4,77.1,1009.7,56.4,100,0.022
4/11/2022,34,24,28.1,23.8,79.5,22,16.3,282.2,1010.9,59.1,100,26.243
5/11/2022,32,24,27.1,24,83.5,22.7,18.4,247.4,1011.5,54.6,100,0.045
6/11/2022,31,24,27.6,24.4,83.2,22.3,18.4,269,1011.1,52.4,0,0
7/11/2022,29.7,23,27,24.6,87.5,20.5,31.7,173.6,1010.9,72.4,100,2.803
8/11/2022,30.1,25,26.8,24.3,86.5,20.9,18.5,178.9,1010.3,57,100,7.543
9/11/2022,31.7,24,27.6,23.6,79.8,25.9,22.3,242.2,1009.8,49.5,0,0
10/11/2022,31.4,25,27.6,24.4,82.6,29.2,22.3,268.3,1009.2,56.8,100,13.772
11/11/2022,31.3,25,27.2,23.4,80.6,68.4,46.4,248.1,1009,53.7,100,0.679
12/11/2022,32,24,26.7,24.2,86.5,26.6,25.9,247.2,1008.1,59.3,100,0.453
13/11/2022,30,24,26.5,24.2,87.5,25.9,22.3,243.8,1008.5,57.6,100,0.3
14/11/2022,32.3,24,27.8,24.1,81.5,20.9,18.4,255,1008.4,49.6,100,0.493
15/11/2022,32.3,25,28.1,24.1,79.9,29.9,25.9,265.7,1008.1,49.3,0,0
16/11/2022,32.4,26,28.8,24.3,77.4,33.5,19.9,347.5,1007.3,53.4,100,0.001
17/11/2022,28.6,24,26,24.2,89.9,33.5,18.4,238.4,1007.9,65.3,100,56.794
18/11/2022,32,24,27.6,23.3,78.9,34.9,29.4,255.4,1007.7,52.6,100,0.007
19/11/2022,33,25,28.2,24,78.7,44.6,31.7,263.5,1007.5,52.5,100,0.002
20/11/2022,33.1,25,28.6,23.8,76.6,38.9,35.3,252.9,1007.1,41.9,0,0
21/11/2022,34.1,24,28.9,23,72.1,38.9,27.7,258,1007.1,48.5,100,0.001
22/11/2022,34.1,25,28.9,23.4,73.1,46.4,37.1,245.3,1008,46.7,0,0
23/11/2022,33,25,28.6,23.3,74.1,33.8,25.9,258.4,1008.7,55.5,100,2.925
24/11/2022,32,25,28,23.9,79.4,38.2,25.9,248,1009.3,51.8,100,0.401
25/11/2022,32,25,27.4,23.9,81.7,19.8,16.6,276.5,1010,56.9,100,0.014
26/11/2022,33,24.7,27,24.2,85.6,17.3,29.5,233,1009.6,63.8,100,16.612
27/11/2022,31,24.8,27.8,24.2,81.3,19.1,20.5,20.9,1008.6,54.7,100,1.93
28/11/2022,32,24,27.8,24.8,84.4,20.9,27.7,37,1008.6,62.3,100,16.606
29/11/2022,32,24,28.3,24.3,80.2,31.7,27,304.7,1008.4,50.1,100,0.306
30/11/2022,32,25,28.3,24,78.3,19.8,14.8,289.8,1008.2,53.5,100,0.018
1/12/2022,32,24,27.9,24.3,81.8,22,23.6,284.7,1006.9,55.6,100,0.014
2/12/2022,30,25,27.7,24.1,81.5,20.2,14.8,294.4,1006.7,50.3,100,3.866
3/12/2022,32,24,27.8,23.7,79.3,20.2,18.4,271.7,1007,53.8,100,0.031
4/12/2022,32,25,28.3,24,78.2,25.2,25.2,306.1,1007.8,52.3,100,0.007
5/12/2022,32,25,28,23.9,79,19.8,20.5,295,1008.3,50.7,100,0.124
6/12/2022,31,24,27.4,24.2,82.6,23,16.6,332.5,1008,59.2,100,0.088
7/12/2022,31,24,27.7,24.2,82,21.2,18,331.7,1007.7,54.3,100,0.026
8/12/2022,33,24,27.8,23.7,79.2,20.9,24.1,243.9,1007.8,52.7,100,3.021
9/12/2022,31,24,26,23.7,87.7,30.2,31.7,267.9,1008.2,64.2,100,13.666
10/12/2022,33,24,28.1,23.4,76.6,24.5,20.5,253.3,1008.3,53.5,100,0.226
11/12/2022,31.6,25,27.9,23.6,77.9,40.7,29.5,275,1008.9,46.9,100,0.007
12/12/2022,33.7,25,28.1,23.1,75.4,23,35.5,255.7,1008.7,51.2,100,1.982
13/12/2022,32.3,25,27.7,23.1,77.2,32,33.5,262.8,1009,47.3,0,0
14/12/2022,32,24,28.3,23.9,77.6,35.3,23.6,251.5,1008.6,53.5,0,0
15/12/2022,34,25,29.5,22.9,69,32.8,87.7,269.8,1007.1,43.7,100,0.028
16/12/2022,32,25,27.6,23.6,79.8,29.2,25.9,259.2,1007,54,100,2.098
17/12/2022,34,24,28,24.5,82,28.1,18.4,290.7,1006.9,53.9,100,2.158
18/12/2022,32,25,28,24.6,82.8,27,22.3,299,1006.1,52.9,100,4.822
19/12/2022,32.7,25,28.1,24,79.3,23.8,17.8,341.1,1006.1,45.6,0,0
20/12/2022,30.7,25,27.8,24.2,81.5,28.4,20.1,311.5,1006.6,50.5,100,0.041
21/12/2022,32,26,28,24.8,83.1,38.9,23.9,279.3,1006.6,55.7,100,0.964
22/12/2022,31,24,26.8,24.1,85.7,34.6,20.8,262.5,1006.6,69.5,100,26.779
23/12/2022,29.3,24,26.9,24.3,86.4,33.5,20.5,290,1008,65.5,100,14.499
24/12/2022,31,25,27.5,24.7,84.9,31.7,23.9,303.1,1009,68.6,100,0.97
25/12/2022,28.1,24,26.2,24.3,89.8,35.6,24.1,283.6,1009.9,75.5,100,15.11
26/12/2022,28.7,24,25.8,24.2,91.4,38.9,22.3,253,1010.7,66.4,100,7.075
27/12/2022,28.4,23,25.7,23,85.8,38.5,31.5,261,1012,64.5,100,1.38
28/12/2022,29.7,23,25.3,23.3,89.2,48.2,31.7,263.6,1011.4,60.2,100,22.878
29/12/2022,29.1,23,26,23.5,86.9,45.4,22.9,275.8,1011.1,68.8,100,10.942
30/12/2022,28.3,24,26.1,24.5,90.8,42.1,15.8,270.7,1011,74.4,100,2.405
31/12/2022,29,23,25.7,23.8,89.8,59.4,25.9,287.9,1010.9,69.9,100,9.999
1/1/2023,29.4,24,25.8,24.1,91,41.8,16.6,266.1,1011.1,69.7,100,49.485
2/1/2023,30,24,27,24.1,84.7,39.6,15.7,284.2,1011.1,59.1,100,0.523
3/1/2023,28.3,24.3,26.2,23.7,86.7,45,26.1,253.3,1011,53.8,100,0.012
4/1/2023,30,24,26.3,23.9,86.9,40,20.5,281.5,1010.2,62.4,100,8.876
5/1/2023,32,24,27.3,23.7,81.9,31.7,22.3,270.7,1010.5,52.8,100,29.972
6/1/2023,33.1,26,28.9,22.8,70.9,35.3,29.5,256.2,1010.2,47.1,100,0.054
7/1/2023,33.3,25,28.9,23.7,74.8,40.7,31.7,269.5,1008.9,44.7,100,0.001
8/1/2023,31,25,27.5,24,82,46.4,29.1,264.8,1010.2,52.5,100,0.186
9/1/2023,32.4,25,28.5,23.6,75.5,28.8,21.1,271.3,1010.8,53.3,0,0
10/1/2023,33.8,25,29.1,23.2,71.4,31.7,24.1,271.2,1010.5,46.9,0,0
11/1/2023,33,24,28.6,22.8,72.3,19.8,18.4,270,1009.9,46,100,0.003
12/1/2023,33,24,28.8,23.2,73.4,17.6,17.8,37.9,1009.7,42.2,0,0
13/1/2023,32.4,26,28.5,24,77.4,25.2,22.3,286.3,1009.8,51,100,0.007
14/1/2023,32,25,28.9,23.7,74.4,20.5,22.3,274,1008.6,50.4,0,0
15/1/2023,34.3,24,29,23.2,72.8,26.3,27.7,269.5,1007.6,42.1,0,0
16/1/2023,31.7,25,28.3,23.2,75.2,29.5,27.7,268.8,1008.4,49.1,0,0
17/1/2023,28.8,25,26.9,23.7,83,31,16.5,292.8,1010.3,59.4,0,0
18/1/2023,30.3,24,27.1,23.6,81.6,23,23.6,275.9,1010.3,63.9,100,0.02
19/1/2023,30,25,27.2,24.1,83.7,25.6,20.3,297.2,1010.3,62.3,100,3.503
20/1/2023,32,25,27.8,23.4,78.3,30.6,18.4,264.5,1009.4,54.1,100,0.042
21/1/2023,31.6,25,27.8,23.7,78.6,32.8,22.3,287.2,1008.3,52.2,100,0.024
22/1/2023,33,24,28.1,23.8,78.4,35.6,25.9,263.7,1007.4,55.6,100,0.4
23/1/2023,31.6,25,28.1,23.6,77.3,35.6,25.9,265.2,1006.9,62.7,100,0.003
24/1/2023,33.3,25,28.3,23.7,77.5,38.2,29.4,264.4,1006.9,54.4,100,0.007
25/1/2023,29,24,26.3,23.1,82.9,43.9,34.2,257.6,1007.6,62.6,100,0.032
26/1/2023,31.7,25,27.6,24.1,82,27,16.6,283.6,1007.8,60.5,100,26.934
27/1/2023,29,25,27.2,24.3,84.8,32,20.5,306.8,1007.3,70.7,100,0.181
28/1/2023,27.6,24,25.6,24.5,93.8,26.6,13,267.9,1006.8,73.2,100,42.766
29/1/2023,29,25,27.1,24.6,86.6,31.7,29.5,311.2,1007.6,71.9,100,10.779
30/1/2023,31,25,27.9,23.7,78.6,29.2,18.6,299.1,1008.7,61.4,100,0.009
31/1/2023,29.7,26,27.5,24.2,82.4,33.1,15.7,284.7,1008.1,57,100,0.013
1/2/2023,29.7,24.7,26.8,24.7,88.4,36.4,14.2,288.8,1007.9,69.6,100,62.682
2/2/2023,29.7,24,26.8,24.6,88.3,32,14.8,330.6,1008.3,58.5,100,0.781
3/2/2023,30.7,23,26.6,23.7,85.2,34.6,16.6,282.5,1008.1,61.5,100,0.598
4/2/2023,30,25,27.6,24.6,84.6,29.2,16.6,299.3,1007.5,51.1,0,0
5/2/2023,33,25,28.6,23,73.5,39.6,33.5,276.3,1007.4,47.8,100,0.968
6/2/2023,32.1,26,28.9,23,71.6,35.6,26.7,259.5,1007.7,56.3,0,0
7/2/2023,30.7,25,27.5,24,81.8,36.7,17.3,272.1,1008.1,53.7,100,0.031
8/2/2023,31,23.7,27.1,24,84,32,25.6,259.1,1008.7,61.5,100,62.66
9/2/2023,31,24,27.1,22.7,77.3,63,28.3,246,1008.6,48.7,100,9.948
10/2/2023,31.3,24,27.5,23.4,79.4,42.8,22.3,274,1007.5,56.9,100,0.04
11/2/2023,29,24,27,24.8,88.3,31,29.5,310.8,1008.4,76.8,100,43.985
12/2/2023,28,23.9,25.1,23.5,90.6,38.2,27.7,247.4,1010.7,71.1,100,24.699
13/2/2023,30.7,24,27,23.8,83.4,48.2,28.3,238.3,1009.9,52.3,100,5.215
14/2/2023,30.6,24,26.8,23.4,82.6,48.2,30.5,239.3,1009.1,58.1,100,0.02
15/2/2023,30.2,25,27.3,23.5,80.1,63,26.2,256.2,1008.6,56.8,100,9.841
16/2/2023,30,24,26.6,24.1,86.8,36.7,25.6,253,1009.5,59.1,100,27.665
17/2/2023,30,24,26.8,23.7,84.1,27.4,19,278.8,1009.6,63.8,100,4.036
18/2/2023,31,25,27.6,24.7,84.8,25.6,25.4,311,1009.5,56.7,100,5.886
19/2/2023,31,25,27.8,25,85.5,35.3,24.1,294.9,1009.8,58.6,100,0.494
20/2/2023,31.1,25,27.8,24,80.7,41,23.4,255.4,1009.4,49.1,100,9.713
21/2/2023,30.4,25,26.9,23.7,83.5,36.4,18.4,262.7,1010.1,61.2,100,24.242
22/2/2023,30,24,26.6,24.3,87.9,29.9,18.4,280.6,1010,69.7,100,5.058
23/2/2023,30.7,24,26.8,24.4,87.3,36.4,21.8,292.8,1009,81.6,100,34.243
24/2/2023,28.7,24,25.9,24.7,93,30.6,12.2,281.2,1009.7,75.9,100,93.885
25/2/2023,30,24.8,26.7,24.6,89.1,38.5,20.5,285.1,1011.3,79.2,100,27.177
26/2/2023,29,24,26.3,24.6,90.4,37.1,22.3,309.4,1011.6,74.9,100,53.384
27/2/2023,30,24.9,27,24.3,86,34.9,22.3,292.5,1011.3,69.4,100,25.957
28/2/2023,30.7,24,26.5,24.1,87,49.3,32.7,261.7,1011.7,69.6,100,28.825
1/3/2023,29.3,24,25.9,24.4,91.7,38.9,27,272.6,1011.1,67.3,100,51.595
2/3/2023,26.8,23.9,25,23.7,93.1,31.3,17,247.3,1012,72.1,100,33.515
3/3/2023,31,24,26.9,24,85,40.3,21.8,260,1012.3,56.2,100,41.806
4/3/2023,29.1,25,26.7,24.2,86.2,44.6,25.9,265,1013.1,56.3,100,2.007
5/3/2023,30,24,26.8,24.6,87.8,41.4,22.3,275.9,1012.7,55.4,100,2.862
6/3/2023,32.4,24,28,23.6,78.6,42.5,26.1,260.4,1011.7,49.9,0,0
7/3/2023,31,24,27.6,23.7,80.6,28.8,24.1,290.4,1011.2,52.2,100,2.896
8/3/2023,29.1,25,26.4,24.4,89.4,25.2,16.6,301.9,1011.8,62.1,100,10.566
9/3/2023,31.4,24,27.1,24.3,85.6,31,17.7,311.2,1011,61.4,100,10.113
10/3/2023,31.4,25,27.6,24.4,83.5,23.4,11.5,300.6,1010.1,51.9,100,0.006
11/3/2023,31.6,25,28.1,24.6,81.7,21.6,22.3,303.7,1010.5,55.2,100,0.079
12/3/2023,30,26,27.8,25.1,85.2,28.1,20.5,309.2,1010.5,54.6,100,0.01
13/3/2023,31.7,25,28.4,23.9,77.9,23.4,23.6,309.1,1009,44.9,100,0.081
14/3/2023,29.7,25,27.2,24.3,84.6,23,23.4,321.9,1009.1,65.6,100,1.136
15/3/2023,27.6,23,25.7,23.8,89.6,27,18.4,226.6,1010.1,72.5,100,13.754
16/3/2023,31.7,24,27.8,23.9,80.4,26.6,110.6,335.6,1010.4,48.6,0,0
17/3/2023,31.2,24.3,28.2,23.8,77.9,25.6,20.5,327.6,1010.5,44.3,0,0
18/3/2023,32.7,24.6,28.6,23.8,76.2,22.7,15.6,343.1,1009.3,44.1,0,0
19/3/2023,32.7,24.6,28.5,24.4,79.2,25.6,21.8,336.6,1008.7,49.1,0,0
20/3/2023,32.7,24.3,28,24,79.8,21.6,23.3,250,1008.9,52.3,100,0.031
21/3/2023,33.1,24.3,28.9,23.3,73.4,22.7,23.6,8.8,1008.4,47,0,0
22/3/2023,32.7,25.6,29,24.6,78,20.2,15.8,4.5,1008,49.8,100,0.018
23/3/2023,32.7,26,29.5,24.8,76.9,20.9,18.4,1.4,1008,45.9,100,0.008
24/3/2023,33,25.3,29.2,24.8,78.4,21.2,17.1,308.6,1008.8,51.1,100,0.035
25/3/2023,33,25.4,28,25,84.5,38.9,17.8,274,1009.2,63,100,44.418
26/3/2023,32,24,27.5,24.4,84.2,24.5,24.1,274.8,1008.6,58.4,100,2.999
27/3/2023,31.4,24.3,27.5,24.5,84.1,31.7,20.1,262.6,1008.6,52.8,100,5.052
28/3/2023,29.7,25.3,27.3,24.9,87.3,21.2,12.7,327.2,1009.2,54.4,100,0.009
29/3/2023,31.6,24,26.8,24,85.8,61.2,22.7,300.1,1009.6,53.3,100,8.39
30/3/2023,30.1,24,26.8,24.7,88.8,59.4,16.8,267.3,1008.5,54.9,100,3.975
31/3/2023,33,25,28.4,23.6,77,23.4,15.7,273.2,1009.1,61,100,0.24
1/4/2023,30,25,27.3,23.5,80.4,38.9,26.2,254.6,1009.4,54.8,100,1.001
2/4/2023,32.7,24.7,28,24.3,81.1,25.6,25.1,256.3,1008.1,47.8,0,0
3/4/2023,32.7,24.3,28,23.3,77,29.2,28.9,271.5,1008.7,44.4,100,17.454
4/4/2023,32.7,25,28.5,23.2,74.5,21.6,14,271.8,1009,44.9,0,0
5/4/2023,34,24,28.7,22.7,71.8,19.4,25.9,260.7,1008.8,42.9,0,0
6/4/2023,34.5,25,29.3,21.1,63.6,33.5,20.5,260,1009.6,43.4,0,0
7/4/2023,33.4,24.7,29,22.1,67.6,17.6,16.3,335.5,1010.1,39.2,0,0
8/4/2023,33,25,28.7,23.5,74.8,22,20.1,297.9,1010.7,44.7,0,0
9/4/2023,32.7,25.3,28.9,23.9,75.6,26.6,16.6,290.6,1010.8,46.9,100,0.005
10/4/2023,32,24,28.1,24,79.4,32.8,21.8,261.2,1010.4,50.1,100,2.99
11/4/2023,32.7,25,28.3,24,78.3,40.7,25.6,263.1,1009.2,48.8,100,0.036
12/4/2023,34.6,25.3,29,23.5,73.7,42.5,40.3,259.3,1008.5,47.9,100,0.095
13/4/2023,33.3,25,28.8,23.6,74.4,40.7,20.5,252.7,1008.8,48.6,100,0.015
14/4/2023,33.3,25,28.2,24.4,81,40.7,27,274.5,1008.9,54.7,100,64.723
15/4/2023,33.4,25,28.6,24.5,79.6,26.3,22.3,282.7,1008.5,57.1,100,1.93
16/4/2023,33.7,25,28.6,24.2,78.2,59.4,18.4,233.4,1008.5,50.3,100,12.03
17/4/2023,33.7,26,29.4,24.5,76.3,17.3,16.6,295.9,1009.6,45.8,0,0
18/4/2023,32.8,26,29.3,25.1,79.1,23.4,20.6,79.2,1010.3,54.6,100,13.021
19/4/2023,34.1,25.6,29,25,80.6,22.3,18.3,100.9,1008.2,53.1,100,29.46
20/4/2023,32.7,25.3,28.8,25.4,83,16.2,16.6,7.8,1006.7,64,100,3.861
21/4/2023,33.7,26,29.1,24.9,79.5,31.7,20.5,76.3,1007.5,58.7,100,2.236
22/4/2023,33.7,25.3,29.7,25.1,77.4,25.6,23.4,71.1,1007.4,42.5,100,0.035
23/4/2023,33.8,26.3,29.3,25.2,79.6,25.9,25.9,102.1,1008.5,59,100,3.927
24/4/2023,33,25.3,29.2,25.1,79.2,25.2,22.3,17.7,1008.5,48.9,100,10.038
25/4/2023,33,25.6,28.6,24.5,79.1,33.5,26.1,72,1008.2,48.5,100,0.009
26/4/2023,33,25.6,28.4,24.9,82.4,19.8,23.9,33.7,1007.8,47.1,100,0.978
27/4/2023,33,25.6,29.4,25,78.1,23.8,21.9,45.3,1007.9,47.9,100,0.001
28/4/2023,32.7,25.7,29.2,25.2,79.7,19.4,20.1,337.5,1008.4,63.4,100,0.443
29/4/2023,32.7,25,28.9,24.6,78.3,22.3,14.6,308,1008,45.4,0,0
30/4/2023,32.7,26.3,29.5,25.1,78.3,18.4,16.1,332.5,1006.9,52,0,0
1/5/2023,31.7,25.6,28.3,25.4,85,17.6,13.5,311.3,1007.6,57.1,100,0.086
2/5/2023,31.7,25.3,28.9,25.3,82,20.2,13.7,53.2,1008.4,49.5,100,0.482
3/5/2023,33.7,27,29.5,25.8,81,19.1,20.6,110.9,1008.9,60.7,100,0.009
4/5/2023,32.3,25.3,28.6,25.5,83.9,22,16.8,113.2,1008.6,65.9,100,3.544
5/5/2023,33.7,26.3,28.8,25.5,83.3,23.4,17.2,203.9,1006.8,59.8,100,19.195
6/5/2023,32.7,25.3,28.8,25.3,82.2,20.9,20.5,145.7,1006.9,60.9,100,1.056
7/5/2023,32.2,25.6,28.4,25.2,83.9,19.4,20.6,251.1,1007.8,59,100,44.39
8/5/2023,33.7,25,28.1,24.6,82.4,16.2,20.6,217.1,1008.3,56.6,0,0
9/5/2023,33.7,25.3,29.6,25.2,78.4,19.4,20.1,109.3,1008.7,45.3,100,0.001
10/5/2023,34,26.3,30.3,25.7,77.7,25.6,25.4,72.3,1008.7,50.8,0,0
11/5/2023,31.7,27.3,29.2,25.4,80,36.7,29.4,90.5,1010.1,48.5,0,0
12/5/2023,34,27.3,30.5,24.9,72.8,36.4,35.3,77,1010.5,41.7,100,0.001
13/5/2023,34,25.3,29,25.8,84,33.5,17.2,134.5,1011,49.5,100,19.464
14/5/2023,34,25.6,29.4,22.9,71.2,20.2,19.5,77.5,1011.5,43.3,100,0.04
15/5/2023,33,24.7,29.1,23.1,70.7,20.9,15.8,268.1,1011.3,45.6,0,0
16/5/2023,33.1,26,29.7,23.7,71.6,17.3,17.1,67,1011.9,45.3,0,0
17/5/2023,33.1,25.3,29.5,23.6,71.8,18.7,21.8,60.6,1011.8,44,0,0
18/5/2023,31.7,26.3,29.1,23.7,73.1,21.6,13.5,87.3,1011.8,57.8,0,0
19/5/2023,32.7,26,28.9,24.5,78.2,20.9,28.9,120.1,1011.4,55.9,100,0.002
20/5/2023,32.7,26,29.3,24.6,76.8,21.2,18.2,65.5,1010.7,60.6,0,0
21/5/2023,33,25.6,29.2,25,79.8,19.4,18.4,80.3,1011.6,52.3,100,2.021
22/5/2023,33,25.3,29,24.4,78.2,18.7,16.6,36.1,1011.7,50,100,0.089
23/5/2023,32.7,26,29.1,24.2,76.9,18.4,15.8,41.7,1011.7,49.5,100,0.008
24/5/2023,32.3,25.3,29,24.5,78.2,19.8,15.3,82.3,1012.3,45.3,0,0
25/5/2023,33.4,26,29.3,24.2,75.5,16.6,18.3,58.2,1011.9,48.5,0,0
26/5/2023,34,25.6,29.7,24.1,73.3,17.6,20.5,82.2,1011.1,44,0,0
27/5/2023,33,25.6,28.9,24.7,79.6,17.6,16,84.3,1009.7,48.9,100,17.385
28/5/2023,32.3,25.3,28.8,24.4,78.4,19.8,14.8,38.8,1008.9,50.5,100,0.43
29/5/2023,32.7,26.3,29.4,24.7,76.9,18,18.4,18.4,1009.5,59.2,100,0.02
30/5/2023,32.7,26,29.1,24.9,79,20.9,23.4,1.9,1010,61.2,100,0.012
31/5/2023,33,24.7,29.1,23.9,75,29.5,13.7,70.6,1009.7,44.2,0,0
1/6/2023,33,25.3,29.1,23.7,73.9,19.1,25.3,64.7,1009.7,44,0,0
2/6/2023,34.1,25.3,29.7,24.2,73.5,23.8,23.4,88.6,1009.8,46.4,0,0
3/6/2023,33,25.6,29.7,24.5,74.6,20.2,19,78.2,1010.3,49.3,0,0
4/6/2023,33,26.3,29.5,24.6,75.8,21.6,22.4,50.2,1009.6,46.1,0,0
5/6/2023,33,25.6,29.2,24.5,76.8,19.8,18.1,21.6,1009.1,51.9,100,0.401
6/6/2023,31.3,25.3,27.6,24.4,83.6,23.8,17.8,183.2,1009.7,60.7,100,2.063
7/6/2023,33.7,25,28.9,23.9,75.9,27,24.7,83,1010.2,43.3,100,0.029
8/6/2023,33.7,24.6,29.3,24.4,76.8,38.9,28.3,74.3,1010.6,49.5,100,0.1
9/6/2023,33.3,24.6,29.3,24.2,76,25.6,27.2,74.9,1009.7,38,0,0
10/6/2023,32.7,25.6,29.4,24.3,75.6,21.6,14.8,79.1,1009.1,45.4,0,0
11/6/2023,34.4,24.6,29.4,23.2,71.8,18.7,15.3,69.3,1009.2,41.9,0,0
12/6/2023,33.1,25.3,29.5,24,73.9,24.8,23.9,89.3,1009.7,46.5,100,0.018
13/6/2023,34.1,25.6,29.8,24.9,76.2,28.4,22.7,95.5,1009.4,46.1,100,0.145
14/6/2023,33.7,26,29,24.7,78.7,29.2,22.3,126.2,1010.5,53.8,100,0.003
15/6/2023,33,25.3,29.1,24.1,76,28.1,24.7,61.9,1010.2,45.7,100,0.015
16/6/2023,28.6,24.3,25.9,24.5,92,22,13.3,205.7,1010.7,71.9,100,40.274
17/6/2023,31,24,27.3,24.2,84,19.8,14.6,198.6,1010.4,57.7,0,0
18/6/2023,31.7,25.3,28,24.9,83.7,23.4,14.8,48.3,1010.1,50,100,0.009
