datetime,tempmax,tempmin,temp,dew,humidity,windgust,windspeed,winddir,sealevelpressure,cloudcover,precipprob,precip
19/6/2023,32,25,27.1,24.7,87.6,20.2,12.7,244.2,1010.5,67.3,100,26.594
20/6/2023,33,24,28.7,24.1,77.7,20.2,19.5,86.2,1010.5,45.2,0,0
21/6/2023,32.7,26.6,29.2,25.1,79.4,21.6,17.8,57.6,1010.5,55.6,100,0.009
22/6/2023,33.3,25,29.1,24.6,77.8,23,22.9,50.2,1009.7,51.8,100,2.913
23/6/2023,33,26,29.3,24.7,77.6,18,15.2,82.5,1009.3,57.3,100,0.965
24/6/2023,32.7,26,28.9,24.9,79.8,18,13,328.3,1008.9,58.9,100,0.108
25/6/2023,32.4,25,27.9,24.5,82.7,48.2,19.5,156.7,1008.7,59.9,100,34.047
26/6/2023,31.7,24,28,24.1,80.3,18.7,17.3,351.6,1009.5,47.7,0,0
27/6/2023,32.7,24,28.2,23.9,78.6,17.6,17.9,254.7,1010.4,55.2,100,0.374
28/6/2023,33.3,24.3,28.9,23.2,73.1,18,19.5,46.8,1010.9,49.4,100,0.03
29/6/2023,32.7,25,28.6,24.2,78.2,19.4,17.6,234.7,1010.4,55.9,100,30.908
30/6/2023,32.8,26,29,24.1,75.7,20.5,20.1,64.2,1009.9,54.2,0,0
1/7/2023,32.7,25.3,28.4,24.5,80.1,22,14,278.5,1010.6,54.7,100,0.003
2/7/2023,32.7,25.3,28.8,24.5,78.3,25.2,21.1,30.1,1011.5,54,0,0
3/7/2023,32.7,26,28.8,24.1,76.5,20.2,16.3,336.7,1010.4,49.2,0,0
4/7/2023,32.1,25,28.4,23.9,77.2,17.6,15.8,263.9,1009.6,49.2,0,0
5/7/2023,33,24.3,28.6,24,77.5,19.4,21.3,94.9,1009.2,47.6,100,0.022
6/7/2023,29.7,25.3,27.4,24.7,84.9,24.5,11.2,256.1,1010.8,57.1,100,4.951
7/7/2023,31,24.3,26.7,24.3,87.2,29.5,17.8,102.5,1011.8,55.6,100,1.409
8/7/2023,32,24,27.6,23.9,81.4,26.6,23.6,73,1011.7,60.8,100,0.223
9/7/2023,32.7,24,28.4,23.7,77,27.4,27.2,83.2,1009.9,49.9,0,0
10/7/2023,32.7,26.3,29.2,23.9,73.8,29.5,26.7,77.4,1009.9,53.3,100,0.042
11/7/2023,32.7,24.3,29,23.5,73.7,20.2,19,34,1010.6,44.1,0,0
12/7/2023,32.7,25,28.9,23.9,75.3,18.4,15.3,310,1010.6,54.5,100,0.068
13/7/2023,32.7,25,28.8,23.4,74.1,19.1,17.3,300.7,1010.9,55.4,100,0.002
14/7/2023,33,25,28.7,23.3,73.7,20.2,15.7,240.4,1010.8,53.4,100,0.002
15/7/2023,32,26,29,23.4,72.2,18.7,18.2,334.5,1010.5,54.4,0,0
16/7/2023,32.7,25,29,23.7,73.9,20.5,13,293,1010,51.7,0,0
17/7/2023,33.4,24.3,29.1,22.4,68.7,21.6,23.1,80.3,1009.2,39.8,0,0
18/7/2023,33,23.6,28.6,21.8,68.4,25.9,27.7,81.7,1010,38,0,0
19/7/2023,33.7,24,28.7,20.6,64,18.4,27.2,77,1009.5,36.1,0,0
20/7/2023,33.1,23.6,28.2,19.5,61.3,19.8,18.4,320.5,1009.4,43,0,0
21/7/2023,33.4,24.7,28.5,22,69.4,26.6,20.6,4.8,1011.1,43.7,0,0
22/7/2023,32.6,26,28.8,22.7,70.5,25.2,22.3,33.8,1011.7,42.3,0,0
23/7/2023,33,24.6,28.8,22.9,71.5,26.3,19.5,60.3,1011.3,44.1,0,0
24/7/2023,31.1,24,27.7,24.4,82.9,25.6,16.4,326.8,1011.2,53.9,100,0.121
25/7/2023,31.4,24,27.8,24,80.4,19.8,11.2,314,1011.3,53.4,0,0
26/7/2023,31,25,27.9,23.2,76.5,22,12.6,15.8,1012,54.3,100,0.017
27/7/2023,32.4,25,28.4,23.2,74.1,19.4,14.2,15.8,1011.8,51.7,0,0
28/7/2023,33,25.3,28.8,21.8,67.5,20.5,23.4,72.4,1011.2,39.4,0,0
29/7/2023,32.3,23.3,28.2,21.9,70.1,25.9,27.2,73,1011.2,42.7,0,0
30/7/2023,33,23.6,28.4,22,70,22.3,26.5,97,1011.1,46.8,0,0
31/7/2023,32.2,23.3,28.1,20.9,66.1,44.6,28.3,72.2,1010.8,38.6,0,0
1/8/2023,33,23.3,28.7,22.3,70,33.5,41.4,81.9,1011.1,33.6,0,0
2/8/2023,32.4,26.3,29,24,75.2,24.8,13,107.1,1012.1,59.5,100,0.158
3/8/2023,33.4,25.3,29.4,24.2,74.6,24.8,20.6,95.1,1012.6,42.7,100,0.014
4/8/2023,34.1,25,29.2,23.9,74.6,24.1,27.2,75.5,1013.6,44,0,0
5/8/2023,33.4,24.7,29.1,22.7,69.7,27.4,23.4,70.3,1013.6,43.5,0,0
6/8/2023,33.7,24,28.8,23.2,73.1,21.6,21.8,57.2,1012.5,43.8,0,0
7/8/2023,33.7,23.7,28.5,23.4,75.1,24.8,16.6,12,1011.3,40,100,0.2
8/8/2023,33.7,25,29.1,23.9,75.2,25.9,25.4,63.4,1011.6,40.4,0,0
9/8/2023,33,24.3,28.9,23.6,74.4,29.9,24,59.3,1012.5,43.9,0,0
10/8/2023,33.4,25,28.8,23,72.8,23.8,25.6,56.9,1012.5,45.5,0,0
11/8/2023,32.7,25,28.6,23.5,75.4,25.9,19.9,32.3,1012,45.1,0,0
12/8/2023,32.7,24.3,28.4,21.6,69.1,33.8,20.1,68.6,1011.3,33.2,0,0
13/8/2023,32.7,23.3,27.9,22.2,73.3,32.4,21.9,71.9,1011.2,36.3,0,0
14/8/2023,33.4,23.3,28.4,22.1,70.8,27,21.1,79.1,1011.5,43.6,0,0
15/8/2023,32.7,24,28.4,22.5,71.9,25.6,17.3,67.9,1012.1,47.5,0,0
16/8/2023,33.1,24.3,28.8,22.3,69.5,28.1,21.1,12.7,1012.2,41.7,0,0
17/8/2023,33.4,23.3,28.5,21.6,67.6,35.3,25.5,31.9,1011.2,38.8,0,0
18/8/2023,32,24,28.5,22,68.8,29.9,17,277.9,1010.8,49.1,0,0
19/8/2023,33,24.3,28.8,22.9,72.3,29.9,21.8,61.2,1010.6,44.3,0,0
20/8/2023,34.1,25.7,29.4,23,69.6,33.5,20.1,71.4,1010.7,43.7,0,0
21/8/2023,33,24.6,29,22.5,69.6,23.4,24.7,67.6,1010.7,49.4,0,0
22/8/2023,32.4,23.6,28.6,22.2,70.1,29.5,23.6,77.7,1010.4,43.6,0,0
23/8/2023,32.7,24,28.9,22.4,69.4,24.5,27.2,60.7,1010.5,41.7,0,0
24/8/2023,33.7,24.6,29.1,22.9,71.1,28.4,30,77.2,1010.2,36.1,0,0
25/8/2023,33.7,24.3,29,23.4,72.7,26.3,22.3,39.8,1010.6,43.6,0,0
26/8/2023,32.7,27,29.3,23.9,73.8,22.7,16.4,13.4,1010.4,55.9,0,0
27/8/2023,32,25,28.4,23.9,77.8,31.7,22.3,349.6,1010.4,56,100,2.233
28/8/2023,32.7,24,28.1,22.5,73.2,24.1,20.5,75.4,1010.2,53.2,100,0.012
29/8/2023,33.4,23.3,28.6,22.5,71.1,28.8,26.1,57.7,1009.8,40.9,0,0
30/8/2023,34.4,23.7,28.5,22.5,72.2,28.4,27.7,72.1,1010.6,37.7,0,0
31/8/2023,34.1,23,28.4,22.6,73.1,22,17.9,320.3,1011.4,34.5,0,0
1/9/2023,33.4,23.3,28.2,22.4,72.2,27,21.9,9.8,1010.8,43.3,0,0
2/9/2023,32.7,24.7,28.4,22.5,71.4,30.2,14.8,330,1010.1,56.1,0,0
3/9/2023,34.4,24.3,28.6,21.2,66.3,25.2,22.3,68.6,1009.4,42.2,0,0
4/9/2023,33.7,23.3,28.2,19.3,60,28.1,23.4,88.8,1009.1,40.1,0,0
5/9/2023,33.4,21.6,28.3,19.7,61.6,37.1,26.7,79.6,1010.4,30.2,0,0
6/9/2023,34.4,23,28.9,20.7,62.8,27.7,22.9,26.6,1011,36.6,0,0
7/9/2023,33.4,24,28.8,22.2,68.3,25.9,18,342.8,1011.3,38.2,0,0
8/9/2023,34.1,25.3,29.2,23.1,70.7,29.5,25.9,67.3,1011,39.8,0,0
9/9/2023,33.7,25.3,29,23,70.9,26.3,22.3,24.7,1010.7,46.6,0,0
10/9/2023,33.4,24,28.4,21.6,67.5,35.3,19,335.8,1011.4,44.9,0,0
11/9/2023,34.7,23.7,29.1,21,63.8,25.6,35.8,72.7,1011.3,40.6,0,0
12/9/2023,34.7,23.7,29.3,21.3,64,36.4,34,74.8,1011.8,32.6,0,0
13/9/2023,34.4,24.7,29.4,21.9,65.3,30.6,18.4,19.8,1011.6,39.8,0,0
14/9/2023,33.7,24.3,29,20.8,62.8,25.6,23.6,27.4,1011.5,38.2,0,0
15/9/2023,34,24.3,29.3,21.6,64.7,31,27.7,74.7,1011.3,30.9,0,0
16/9/2023,35,24.3,29.4,22.2,66.5,33.1,29.4,53,1011.2,33.3,0,0
17/9/2023,34,24.6,29.6,22.4,66.6,23.4,23.4,24.8,1010.6,44.9,0,0
18/9/2023,34,26,29.7,23.1,68.5,22.3,32.5,341,1010.3,45.7,0,0
19/9/2023,32.6,26.3,29.4,23.4,71.1,25.6,19,0.7,1010.3,55.6,100,2
20/9/2023,35,24.5,29.4,22.8,69.2,20.9,23.4,61.3,1009.9,37.6,100,0.4
21/9/2023,34,25.6,29.7,23,67.8,23.4,19,23.5,1010.4,46.1,100,0.081
22/9/2023,35.6,24.3,29.5,22.1,66,37.1,26.1,1,1010.3,40.7,0,0
23/9/2023,33,24,28.8,21.3,64.6,24.5,22.9,50.4,1010.3,48.5,0,0
24/9/2023,34,24,29.1,21.8,65.9,25.2,22.3,3.7,1010.4,42.4,0,0
25/9/2023,36.4,24.3,29.9,20.8,60.5,25.6,28.5,23.3,1010,29.1,0,0
26/9/2023,36,24.6,30.1,20.4,58.1,30.6,25.4,44,1010,36.6,0,0
27/9/2023,36.3,23.6,29.9,19.3,56.1,42.5,32.9,77.9,1010.1,30.1,0,0
28/9/2023,36,24.3,29.9,20.1,58.6,51.8,38.5,78.6,1010.6,26.3,0,0
29/9/2023,36.7,24.3,30.2,20.2,59.1,31.7,38.6,63.1,1012,23.8,0,0
30/9/2023,34.7,25,29.4,22.8,69.5,24.8,21.8,256.8,1011.8,34.9,0,0
1/10/2023,33.7,24,29.3,22.9,70.1,29.2,22.4,14.5,1011.3,41.4,0,0
2/10/2023,34.7,25,29.5,22.2,66.8,31.3,20.2,6.3,1011.8,47,0,0
3/10/2023,34.3,25.3,29.6,22,64.3,30.6,24.9,325.1,1012.3,39.9,0,0
4/10/2023,34.7,25,29.7,23,68.9,25.2,23.7,28.5,1011.7,38.3,0,0
5/10/2023,35,25,29.9,23.5,70.3,33.5,30,67.5,1010.7,33.4,0,0
6/10/2023,34.7,25.3,29.7,23.7,71.5,33.5,22.3,343.5,1010.8,38.7,0,0
7/10/2023,35.3,25.3,29.9,23.7,70.8,24.8,24.9,14.2,1010.9,37.8,0,0
8/10/2023,35.3,26,30.2,23.1,67.7,32.8,29.5,67.7,1011.4,40.8,0,0
9/10/2023,36.4,25.3,30.3,23.1,67.9,35.3,34.8,53.6,1011.9,37.1,0,0
10/10/2023,35.4,28.3,30.9,23.5,66.1,29.5,27.7,67.9,1011.3,47.2,0,0
11/10/2023,35,27.3,30.6,23.6,67.6,25.2,23.1,45.6,1010.9,51.9,100,0.5
12/10/2023,35.7,26,30.7,23.8,68.5,29.2,27.7,43.8,1011.6,46.5,0,0
13/10/2023,35.7,27.3,30.6,23.9,68.6,26.3,32.5,328.6,1011.6,46.8,100,0.1
14/10/2023,34.6,26.3,30.5,22.8,64.4,21.6,27.2,32.5,1010.6,43.7,0,0
15/10/2023,36.4,26.3,30.9,21.9,61.3,24.5,36,70.2,1010.8,44.9,0,0
16/10/2023,36.4,26,30.7,23.2,66.2,30.2,29,0.2,1010.4,37,0,0
17/10/2023,37.7,26,31.2,21.6,59.5,38.2,36,76.2,1010.7,36.6,0,0
18/10/2023,36.4,25.3,30.3,21.9,62.9,33.1,24.4,42.6,1011.1,32.9,0,0
19/10/2023,35,25.6,30.5,23,65.5,42.5,28.9,70.2,1011.7,38.1,0,0
20/10/2023,35.7,27,30.2,23.3,67.7,27,25.4,68.4,1011.4,41.5,0,0
21/10/2023,35.3,26.6,30.5,23.1,66.6,35.3,26.7,28.8,1011.4,37.6,0,0
22/10/2023,37.1,26,30.7,22.5,63.8,26.6,17.8,7,1011.9,43.2,0,0
23/10/2023,35,26,30.2,22.3,64.3,25.6,19.5,34.3,1011.5,40,0,0
24/10/2023,34.1,26,29.6,22.5,66.5,28.1,20.6,339.6,1011.2,45.2,0,0
25/10/2023,34.4,25,29,23.5,73.6,27,30.4,344,1011.7,53.6,100,0.149
26/10/2023,35.4,25,29.8,23.3,69.5,28.4,21.9,327.1,1011.6,44.5,0,0
27/10/2023,34.7,24,29.8,23.4,69.6,27.7,24.1,12.8,1010.6,37.2,0,0
28/10/2023,37.1,25,30.3,22.3,65.8,37.1,29,43.1,1010.4,28.2,0,0
29/10/2023,36.4,24.7,30,22.9,68,35.3,26.1,20.2,1009.8,29.6,0,0
30/10/2023,35.4,24.7,30.2,22.9,67.1,23.8,23.1,298.6,1009.3,35.1,0,0
31/10/2023,35.4,26.3,30.3,23.9,70.1,28.4,22.3,28.6,1009.4,47.3,100,7.8
1/11/2023,34.7,26,29.6,23.6,71.2,24.8,24.1,19.6,1010.1,54.2,100,0.033
2/11/2023,34,25.3,29.6,23.9,72.6,27,15.2,316.7,1009.4,49.1,0,0
3/11/2023,35.1,25.3,29.7,23.7,71.4,27.7,18.6,291.7,1008.9,46.8,100,0.01
4/11/2023,34.7,24.3,29,24.4,77.3,37.1,23.3,27,1008.9,58.4,100,0.224
5/11/2023,33.1,24.3,27.7,24.4,83,28.8,19.5,88.6,1009.6,60,100,27.206
6/11/2023,34.1,25.3,29.6,24.6,76,25.6,19.5,9.5,1009.9,43.9,100,0.009
7/11/2023,34,26,29.9,24.3,73.8,29.5,25.1,326.7,1009.9,41.2,0,0
8/11/2023,34.7,26,30.2,24.6,73,20.5,17.1,314.3,1009.4,40.4,0,0
9/11/2023,34.4,26,29.8,24.2,72.8,24.8,18.4,310.6,1009.8,45.7,0,0
10/11/2023,34,24.6,29.2,24.4,76.5,23,19,201.4,1010.5,54,100,0.826
11/11/2023,34.4,25.3,28.9,24.8,79.8,28.4,19,341.7,1010.7,56.9,100,4.295
12/11/2023,34.7,26,29.3,24,74.4,24.1,17.8,272.1,1010.5,45.8,100,0.081
13/11/2023,35.6,26,30.4,23.9,69.8,25.6,21.1,81.7,1010.2,46.3,0,0
14/11/2023,34.7,26.3,29.7,24.8,76.6,29.2,22.3,90.3,1010.2,51.4,100,28.209
15/11/2023,33.7,25,28.9,24.6,79.1,22,19,276.9,1010.7,54.7,100,10.457
16/11/2023,34.7,26,29.8,24.1,73.3,24.8,18.2,274.2,1010.9,52.3,100,11.422
17/11/2023,34,25,29.4,24.6,76.3,33.5,16.5,337,1010.7,52.7,100,0.386
18/11/2023,34.7,24.8,29,24.5,77.8,29.2,15.3,273.2,1009.8,54.9,100,0.006
19/11/2023,34.7,25.3,29.8,24.8,75.9,19.8,18.4,310.1,1009.5,55,100,2.954
20/11/2023,34,26,29.6,24.3,75.2,19.8,14.5,271.5,1009.4,56.8,100,1.937
21/11/2023,34,26,30,24.8,74.8,26.3,18.2,20.7,1008.5,51,100,0.164
22/11/2023,34.4,26,29.7,24.8,76.3,25.9,21.7,277.8,1008.1,53.1,100,18.198
23/11/2023,32,25.5,28.6,24.7,80.1,25.9,19.5,238.1,1007.7,53.5,0,0
24/11/2023,32.7,26,28.6,25.2,82.4,44.6,18.4,314.6,1007.8,60.5,100,26.091
25/11/2023,28.1,25,26.1,24.5,91.1,24.1,21.3,65,1009,62.8,100,19.05
26/11/2023,32.4,24,28.3,24.1,79,35.3,18.4,3,1008.6,52.1,100,0.557
27/11/2023,31,25.3,27.7,24.3,82.2,20.2,18.1,339.6,1008.9,56.2,100,0.052
28/11/2023,33,25,28.9,24.1,76.1,24.5,19,39.4,1008.3,57.8,100,0.056
29/11/2023,33.7,24.7,29.4,24.7,77.2,23.4,20.5,50.8,1008,58.1,100,5.943
30/11/2023,33.1,25,27.7,24.8,84.6,19.8,16.8,229.2,1008.9,62,100,14.232
1/12/2023,28,25.3,26.6,24.8,89.9,14.8,20.6,198.5,1009,58.7,100,2.781
2/12/2023,33.7,25.3,28.8,24.4,78.7,20.5,20.6,35.6,1008.2,56.5,100,0.018
3/12/2023,31.9,25,28,24.5,81.9,24.1,17.2,237.4,1009,53.8,100,0.007
4/12/2023,28.7,24.6,26.5,24.7,89.9,21.2,11.2,177.3,1010.4,70.9,100,3.053
5/12/2023,33.7,24.3,28.7,24,76.9,35.3,14.6,46.8,1009.3,46.5,0,0
6/12/2023,33.7,25.3,28.7,24.3,78.9,26.3,25.6,254.3,1009.9,48.7,0,0
7/12/2023,33.4,26,28.8,25.2,81,18,11.9,271.5,1009.5,56.6,0,0
8/12/2023,33.4,26,28.5,24.9,81.7,24.8,18.1,241.4,1009.1,52.8,100,0.036
9/12/2023,33,25,28.6,24.5,79.3,18.4,18.8,250.7,1009,52.1,0,0
10/12/2023,31,25.7,28.5,24.6,79.9,20.5,13,81.7,1008.5,56.7,0,0
11/12/2023,33.7,25,29.4,24.6,76.9,23.4,22,347.3,1008,46.7,0,0
12/12/2023,32.7,26,29.4,24.6,76.5,20.9,18.4,306,1008.1,48.7,0,0
13/12/2023,33.7,25,29.5,24,73.7,14,22,290.4,1008.7,43.3,0,0
14/12/2023,34.7,26,30,24.2,72.5,18,19.9,299.1,1009.4,42.6,0,0
15/12/2023,34.7,25.7,30.1,23.1,67.8,18.4,18.4,272.6,1009.1,41.8,0,0
16/12/2023,34.7,24,29.9,22.7,66.9,18,18.4,266.4,1008.8,36.2,0,0
17/12/2023,34.7,24,29.8,23.1,69.1,27.7,20.1,274.5,1009.1,34.6,0,0
18/12/2023,34.4,25,30.1,23.7,70,19.8,22.3,271.4,1009.2,40.1,0,0
19/12/2023,36.4,25.7,30.2,22,63.4,23.8,22.3,254.4,1009.5,36.6,0,0
20/12/2023,35.7,24,30,20,57.6,27.7,22.7,251.7,1008.9,33.1,0,0
21/12/2023,34.7,24,29.2,20.7,62.7,29.9,20.1,273.9,1009.6,29.4,0,0
22/12/2023,33.7,24,29.2,22.1,67.3,21.2,16.2,325.2,1010.4,48.2,0,0
23/12/2023,34.4,26,30.3,23,66,21.2,14.6,313.8,1010.6,47.5,0,0
24/12/2023,34,27.7,30.5,24,68.9,29.9,15.3,323.3,1010.5,53.4,100,0.001
25/12/2023,32.3,25,28.7,24.5,79.1,27,18.4,223.6,1011.1,63.9,100,34.785
26/12/2023,31,25,28,24.5,82.3,28.4,12,269.3,1011.6,53.4,0,0
27/12/2023,33.1,25.3,28.3,24.9,82.9,25.6,18.1,281.1,1011.9,58.5,100,2.516
28/12/2023,33.7,25.3,29.1,25.1,79.9,20.9,17.8,354.1,1010.6,51.9,0,0
29/12/2023,33.1,26.3,28.9,25.2,81.8,26.3,21.1,307.2,1009.5,55.2,100,0.027
30/12/2023,32.1,25.7,28.4,25.4,84.6,25.2,18.2,285.3,1009.4,52.3,100,2.05
31/12/2023,33.7,25.3,28.4,24.8,82,26.6,26.1,275.4,1009.6,49.8,100,1.943
1/1/2024,32.7,25.3,28.8,25.1,81,22.7,18.5,277,1009.3,58.4,100,1.964
2/1/2024,32,25.3,29.1,25.5,81.7,19.4,21.1,333.3,1008.5,54,0,0
3/1/2024,29.7,25.7,27.6,25.4,88,22,16.6,254.9,1009,71.4,100,11.533
4/1/2024,31,24.7,27.2,24.9,87.8,31.3,20.1,251.8,1010,66.4,100,28.604
5/1/2024,32.7,25,27.6,24.6,84.8,38.9,16.2,301.4,1010.1,64,100,3.802
6/1/2024,32.7,24.3,27.6,24.7,85.4,25.6,21.8,261.3,1009.6,56.2,100,0.617
7/1/2024,32.4,25,27.2,24.8,87.5,25.9,22.3,249.1,1009.9,53.9,100,0.002
8/1/2024,31.4,25,27.7,24.2,82,25.6,17.8,282.1,1010.3,57.4,0,0
9/1/2024,32.9,25,28.4,24.2,79.2,19.8,25.3,249,1008.9,52.5,0,0
10/1/2024,33.4,25.3,28.4,24.8,81.6,37.1,21.1,249.7,1008.5,51.3,100,0.165
11/1/2024,32.7,25.3,27.5,25,87.2,23,25.6,269.1,1009,58.8,100,40.895
12/1/2024,32.4,25,27.6,24.4,83.5,38.9,22.1,256.6,1008.5,54,100,0.108
13/1/2024,32,25,27.8,24.3,82.3,23,20.5,262.7,1008.7,52.2,100,2.615
14/1/2024,32.4,25,28.5,24.7,80.4,20.9,16.6,291.9,1008.7,51.7,100,0.002
15/1/2024,31.7,26,29,24.9,79.2,26.6,18.1,298.6,1008.5,47.6,0,0
16/1/2024,34.1,26,29.5,24.1,73.8,38.9,32.8,264.1,1008.1,45.8,0,0
17/1/2024,31.5,24.6,27.5,25.1,87.2,32,19.5,270.8,1008.3,51.1,100,2.331
18/1/2024,31.3,25,27.9,24.2,81,44.6,23.6,260.1,1008.4,57.2,100,0.567
19/1/2024,27,24.3,25.5,23.9,91,37.8,24.1,245.9,1009.8,72.3,100,15.628
20/1/2024,34.6,24,29.1,22.9,71.5,48.2,35.3,254.5,1009.3,37.9,100,0.032
21/1/2024,32.6,25,28,24.4,81.6,50,28.9,252.8,1010.1,52.6,100,6.882
22/1/2024,34.5,25,29.4,23.5,72.5,48.2,29.1,258.8,1010.3,48,100,0.001
23/1/2024,34,26,29.3,24.1,74.6,44.6,25.9,240.4,1010.8,45,100,0.002
24/1/2024,33,25,29.2,23.6,72.3,40.7,28.9,252.9,1010.9,48.6,0,0
25/1/2024,34.4,25.7,29.7,24.2,74,27.4,25.4,268.9,1011.8,44.8,0,0
26/1/2024,32,26,29,24.8,78.8,37.1,35.9,314.9,1012.8,49.2,100,0.004
27/1/2024,27.8,24.3,26.1,24.7,91.8,30.6,14.6,251,1012.7,76.7,100,19.479
28/1/2024,30.3,24.6,27,24.8,88.5,37.1,18.1,306.9,1012.6,63.3,100,15.546
29/1/2024,29.6,24.6,26.7,24.9,89.9,24.8,18,328.9,1012.3,61.5,100,17.109
30/1/2024,29.7,24.7,27.2,25,88.4,35.3,16,326.8,1012.2,64,100,34.859
31/1/2024,30.3,25,27.4,24.7,85.8,29.2,17,283.1,1012.8,67.3,100,84.477
1/2/2024,32,24.3,27.6,24.8,85.4,31,20.2,283.2,1012.4,61.2,100,0.569
2/2/2024,34,24.3,28.1,24.8,84.1,28.8,30.7,277.2,1011.3,58.9,100,39.754
3/2/2024,31.3,24.6,27.5,24.6,85.1,25.9,26.1,264,1011.8,55.8,0,0
4/2/2024,30.7,25,27.7,24.5,83.1,61.2,24.5,255.4,1012.4,52.6,100,14.551
5/2/2024,31.7,25.2,27.6,24.9,86.1,29.5,33.8,306.9,1012.6,57.3,100,0.614
6/2/2024,30,24,26.5,24.5,88.9,42.5,32.7,250.6,1012.4,59.6,100,9.961
7/2/2024,33.1,24,27.9,23.9,80.2,30.6,21.1,251.1,1011.4,55.1,0,0
8/2/2024,32.7,24.3,28.6,24.3,78.5,22.3,18.4,295,1010.5,42.9,0,0
9/2/2024,32,25.7,28.7,24.9,80.6,22.7,15.2,333.5,1010.7,50.4,0,0
10/2/2024,31.7,26,28.2,25.1,84,25.9,25.6,282,1012.5,64.1,100,1.491
11/2/2024,32,25,28.5,24.7,80.8,31.3,22.1,298.3,1012.6,49.1,0,0
12/2/2024,32,25.3,28.8,25.1,81.3,37.1,18.2,308.6,1012.2,51.6,100,6.092
13/2/2024,31.7,25,28.6,25,81.5,29.2,28.8,317.2,1011.4,52.9,100,4.369
14/2/2024,30.7,25,27.6,25.4,88.4,23.8,11.2,317,1010.8,68.6,100,143.411
15/2/2024,31.1,26.4,28.5,25.8,85.9,28.1,13.1,340.6,1010.8,55.4,100,9.853
16/2/2024,29.7,25.6,27.9,25.7,87.6,28.8,26.9,321.2,1010.6,58.9,0,0
17/2/2024,31,26,28,25.4,86,28.1,19.5,291.3,1010.5,63.8,100,17.719
18/2/2024,31.7,26,28.3,25,82.8,24.5,23.4,316.8,1010.7,64,100,0.008
19/2/2024,31.7,26.3,29,25.2,80.3,19.8,32.5,323.6,1010.9,51.5,100,0.071
20/2/2024,32.7,26.3,29.4,25.5,80,27.7,31,329.9,1010.3,43.3,0,0
21/2/2024,32.4,27,29.1,25.4,81,25.9,14,288.3,1010.2,59.4,100,0.198
22/2/2024,35,26.7,29.6,25,77.7,37.1,25.3,271.6,1010.5,57.6,100,2.895
23/2/2024,33.8,25.6,29.7,24.5,74.3,35.3,20.1,267.6,1010.1,49.7,0,0
24/2/2024,32,26,28.9,25.2,80.6,29.5,26.9,313.6,1010,59.9,100,0.2
25/2/2024,31.3,25,28,24.8,83,25.6,21.7,280.1,1010.2,66.3,100,8.18
26/2/2024,31,25.3,28.2,24.6,81.5,24.5,13.2,301.7,1010.1,64.9,100,18.759
27/2/2024,31.7,26.3,29.1,24.6,77.2,29.5,20.3,333.2,1008.8,56.3,0,0
28/2/2024,30.1,24.7,27.3,25.1,88.2,24.5,16.6,304.8,1008.7,64.9,100,42.975
29/2/2024,27.6,25.2,26.3,24.9,92.6,23.4,12.7,302.4,1009.1,68.9,100,104.661
1/3/2024,32,25,28.4,24.7,81.1,23,13.3,280,1009.3,53.4,100,0.005
2/3/2024,30,25.3,27.7,25.4,87.3,29.5,15.3,277.6,1009.3,59.9,100,16.627
3/3/2024,30.5,25,27.4,24.9,86.6,35.3,21.7,280.4,1009.9,59.2,100,6.755
4/3/2024,34,25,28.1,24.4,81.5,37.1,26.9,254.4,1009.3,50.9,100,0.993
5/3/2024,34.7,26,29.3,24.4,75.9,44.6,26.7,249.2,1008.4,48,0,0
6/3/2024,33.7,26,28.8,25,80.6,29.5,30.2,253.5,1008,50.6,100,2.896
7/3/2024,33.3,25.7,29.1,24.8,78.3,46.4,25.4,255.7,1007.4,47.4,100,0.027
8/3/2024,32,25.7,28.4,24.7,81,51.8,33.8,245.5,1007.9,58,0,0
9/3/2024,27.1,24,25.7,24.3,92,31.7,21.1,260.2,1009.6,74,100,50.584
10/3/2024,29.7,25,27.1,25.2,89.7,34.2,15,286.6,1009.9,63.4,100,0.113
11/3/2024,29.2,25.3,27.5,25.3,88,40.7,11.9,306.7,1010.4,66.7,100,25.281
12/3/2024,31,25.6,28.4,24.3,79.1,47.9,12.8,269.4,1010.3,56,100,0.014
13/3/2024,30,25,27.8,24.8,84.1,41.8,20.6,302.3,1010,67.5,100,21.141
14/3/2024,29,26,27.3,24.8,86.7,37.8,21.9,292.1,1010,68.6,100,11.191
15/3/2024,30.1,24,26.7,24.1,85.9,51.8,33.5,259.5,1010.7,64.6,100,28.836
16/3/2024,29.1,24.7,25.9,24,89.3,47.5,20.5,254.7,1011.2,72.7,100,20.108
17/3/2024,29,24.3,26.7,24.2,86.7,44.3,27.2,244.2,1010,62.1,100,26.675
18/3/2024,32.1,24,28.3,24,78.3,40.7,20.5,271,1009.5,48.8,100,0.343
19/3/2024,34.3,25,29.4,23,70.1,38.9,26.1,259.2,1009.5,38.3,0,0
20/3/2024,35,24.3,29.5,22.1,66,38.9,25.5,250,1009.3,36.6,0,0
21/3/2024,32,24,28.5,23.5,75.2,31.3,24.1,311.9,1009.5,43.7,0,0
22/3/2024,29,25,26.6,24.5,88.4,20.5,25.9,309.3,1009.1,67,100,68.127
23/3/2024,33.7,25,29.2,24.3,76.6,21.2,18.4,348.3,1009.1,37.1,0,0
24/3/2024,33,26,29.7,25.2,78.1,38.9,18.4,38.2,1009.8,52.4,100,0.004
